stock symbol,name,macro,sector,industry,basic_industry,total_shares
KRISHANA,KRISHANA PHOSCHEM LIMITED,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,0.0
KRISHIVAL,KRISHIVAL FOODS LIMITED,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products,0.0
KRISHNADEF,KRISHNA DEF AND ALD IND L,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,0.0
KRITI,KRITI INDUSTRIES IND LTD,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,0.0
KRITIKA,KRITIKA WIRES LIMITED,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,0.0
KRITINUT,KRITI NUTRIENTS LIMITED,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,0.0
KRN,KRN HEAT EXCHANGE N REF L,Industrials,Capital Goods,Industrial Products,Other Industrial Products,0.0
KRONOX,KRONOX LAB SCIENCES LTD,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,0.0
KROSS,KROSS LIMITED,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,0.0
KRSNAA,KRSNAA DIAGNOSTICS LTD,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,0.0
KRYSTAL,KRYSTAL INTEGRATED SER L,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,0.0
KSB,KSB LIMITED,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,0.0
KSCL,KAVERI SEED CO. LTD.,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,0.0
KSHINTL,KSH INTERNATIONAL LIMITED,Industrials,Capital Goods,Industrial Products,Aluminium Copper & Zinc Products,0.0
KSL,KALYANI STEELS LIMITED,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,0.0
KSOLVES,KSOLVES INDIA LIMITED,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,0.0
KTKBANK,KARNATAKA BANK LIMITED,Financial Services,Financial Services,Banks,Private Sector Bank,0.0
KUANTUM,KUANTUM PAPERS LIMITED,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,0.0
KWIL,KWALITY WALL'S (INDIA) L,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,0.0
LAGNAM,LAGNAM SPINTEX LIMITED,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,0.0
LAL,LORENZINI APPARELS LTD,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,0.0
LAMBODHARA,LAMBODHARA TEXTILES LTD.,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,0.0
LANDMARK,LANDMARK CARS LIMITED,Consumer Discretionary,Automobile and Auto Components,Automobiles,Auto Dealer,0.0
LAOPALA,LA OPALA RG LIMITED,Consumer Discretionary,Consumer Durables,Consumer Durables,Glass - Consumer,0.0
LATTEYS,LATTEYS INDUSTRIES LTD,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,0.0
LAXMIDENTL,LAXMI DENTAL LIMITED,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies,0.0
LAXMIINDIA,LAXMI INDIA FINANCE LTD,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),0.0
LEMERITE,LE MERITE EXPORTS LIMITED,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products,0.0
LFIC,LAKSHMI FIN IND CORP LTD,Financial Services,Financial Services,Finance,Investment Company,0.0
LGBBROSLTD,LG BALAKRISHNAN & BROS,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,0.0
ASTRON,ASTRON PAPER BORD MIL LTD,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,0.0
LYKALABS,LYKA LABS LTD,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
TIRUPATIFL,TIRUPATI FORGE LIMITED,,,,,0.0
LIQUIDETF,DSP LIQUID ETF,,,,,0.0
LGHL,LAXMI GOLDORNA HOUSE LTD,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,0.0
LIBAS,LIBAS CONSU PRODUCTS LTD,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,0.0
LIBERTSHOE,LIBERTY SHOES LTD,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear,0.0
LICMFGOLD,LIC MF - LIC GOLD ETF,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
LICNETFGSC,LICNAMC - LICNMFET,,,,,0.0
LICNETFN50,LICNAMC - LICNFENGP,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
LICNFNHGP,LICNAMC - LICNFNHGP,,,,,0.0
LICNMID100,LICNAMC - LICNMID100,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
LIKHITHA,LIKHITHA INFRASTRUC LTD,Industrials,Construction,Construction,Civil Construction,0.0
LINC,LINC LIMITED,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary,0.0
LINCOLN,LINCOLN PHARMA LTD,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
LIQGRWBEES,NIPPONAMC - LIQGRWBEES,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
LIQUID,MIRAEAMC - LIQUID,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
LIQUID1,KOTAKMAMC - KOTAKLIQ,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
LIQUIDADD,DSPAMC - LIQUIDADD,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
LIQUIDBEES,NIP IND ETF LIQUID BEES,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
LIQUIDBETF,BFAM - LIQUIDBETF,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
LIQUIDCASE,ZERODHAAMC - LIQUIDCASE,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
LIQUIDIETF,ICICIPRAMC - ICICILIQ,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
LIQUIDPLUS,MIRAEAMC - LIQUIDPLUS,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
